Dextrose Anhydrous||8/22/2018|0|Solid (g)|50-99-7|C 112 B|C4|BDH|BDH9230-500G
Fructose,D-,98%||8/22/2018|0|Solid (g)|57-48-7|C 112 B|C4|Sigma Aldrich|140929-1KG
Glucose Standard Solution||8/22/2018|0|Solid (g)||C 112 B|C4|Sigma Aldrich|G6918-100ML
Guar gum||8/22/2018|0|Solid (g)|39421-75-5|C 112 B|C4|Flinn Scientific|G0039
Mannose,D-(+)-,>=99%||8/22/2018|0|Solid (g)|3458-28-4|C 112 B|C4|Sigma Aldrich|M6020-25G
Saccharin, Sodium Salt hydrate, 99+%||8/22/2018|0|Solid (g)|82385-42-0|C 112 B|C4|Sigma Aldrich|244317-100G
Sorbitol, D-, minimum 98%||8/22/2018|0|Solid (g)|50-70-4|C 112 B|C4|Sigma Aldrich|S1876-500G
Starch Soluble||8/22/2018|0|Solid (g)|9005-25-8|C 112 B|C4|Fisher Scientific|S516-500
Sucrose||8/22/2018|0|Solid (g)|57-50-1|C 112 B|C4|Fisher Scientific|S5-500
Sucrose crystals||8/22/2018|0|Solid (g)|57-50-1|C 112 B|C4|Mallinckrodt|8360
Sucrose, 99+%||8/22/2018|0|Solid (g)|57-50-1|C 112 B|C4|Sigma Aldrich|247618-500G
Xylose, L-,99+%,mixture of anomers||8/22/2018|0|Solid (g)|0609-06-03|C 112 B|C4|Sigma Aldrich|851590-5G
Acetaldehyde,98.5%||8/22/2018|0|Solid (g)|75-07-0|C 112 B|D3||
Anisaldehyde,M-,97%||8/22/2018|0|Solid (g)|591-31-1|C 112 B|D3|Sigma Aldrich|129658-25G
Anisaldehyde,O-,98%||8/22/2018|0|Solid (g)|0135-02-04|C 112 B|D3|Sigma Aldrich|109622-100G
Benzaldehyde, 4-chloro,>97%||8/22/2018|0|Solid (g)|104-88-1|C 112 B|D3|TCI|C0125
Benzaldehyde, 4-chloro,97%||8/22/2018|0|Solid (g)|104-88-1|C 112 B|D3|Sigma Aldrich|112216-50G
Benzaldehyde, 4-chloro,98%||8/22/2018|0|Solid (g)|104-88-1|C 112 B|D3|TCI|A12757
Benzaldehyde, 4-nitro||8/22/2018|0|Solid (g)|555-16-8|C 112 B|D3|Oakwood Products|34505
Benzaldehyde, 4(Dimethylamino),99%||8/22/2018|0|Solid (g)|0100-10-7|C 112 B|D3|Sigma Aldrich|156477-25G
Benzaldehyde, 98%||8/22/2018|0|Solid (g)|100-52-7|C 112 B|D3|Alfa Aesar|30749
Benzaldehyde,>=99%||8/22/2018|0|Solid (g)|100-52-7|C 112 B|D3|Sigma Aldrich|B1334-100G
Benzaldehyde,2,4-Dihydroxy,98%||8/22/2018|0|Solid (g)|95-01-2|C 112 B|D3|Sigma Aldrich|168637-25G
Benzaldehyde,4-isopropyl,98%||8/22/2018|0|Solid (g)|0122-03-02|C 112 B|D3|Sigma Aldrich|135178-5G
Benzaldehyde,4-methoxy,98%||8/22/2018|0|Solid (g)|0123-11-5|C 112 B|D3|Alfa Aesar|A15364
Butyraldehyde,dry,99%||8/22/2018|0|Solid (g)|123-72-8|C 112 B|D3|Sigma Aldrich|538191-100ML
Butyraldehyde,Iso,dry||8/22/2018|0|Solid (g)|78-84-2|C 112 B|D3|Sigma Aldrich|538205-100ML
Nonenal,trans-2-,97%||8/22/2018|0|Solid (g)|18829-56-6|C 112 B|D3|Alfa Aesar|A18108
Nonenal,trans-2-,97%||8/22/2018|0|Solid (g)|18829-56-6|C 112 B|D3|Sigma Aldrich|255653-5G
Tolualdehyde,P-,98%||8/22/2018|0|Solid (g)|104-87-0|C 112 B|D3|Alfa Aesar|A11384
valeraldehyde,2-methyl,98%||8/22/2018|0|Solid (g)|123-15-9|C 112 B|D3|Sigma-Aldrich|258563-100ML
Valeraldehyde,97%||8/22/2018|0|Solid (g)|110-62-3|C 112 B|D3|Sigma Aldrich|110132-250ML
Valeraldehyde,Iso||8/22/2018|0|Solid (g)|590-86-3|C 112 B|D3|Fluka|59820
Vanillin,99%||8/22/2018|0|Solid (g)|121-33-5|C 112 B|D4|Alfa Aesar|A11169
Acetate, 1-naphthyl||8/22/2018|0|Solid (g)|830-81-9|C 112 B|D4|Sigma Aldrich|N8505-5G
Acetate, ethyl||8/22/2018|0|Solid (g)|141-78-6|C 112 B|D4|BDH|BDH1123-4LP
Acetate, N-Butyl,99+%||8/22/2018|0|Solid (g)|123-86-4|C 112 B|D4|Acros Organics|
Acrylate, 2-ethylhexyl-2-cyano-3,3-diphenyl,97%||8/22/2018|0|Solid (g)|6197-30-4|C 112 B|D4|Sigma Aldrich|415820-50ML
Acrylate, Sodium Poly-||8/22/2018|0|Solid (g)||C 112 B|D4|Educational Innovations|GB-6B
Benzoate, Butyl 4-hydroxy||8/22/2018|0|Solid (g)|94-26-8|C 112 B|D4|Acros Organics|40357-1000
Benzoate, Butyl 4-hydroxy||8/22/2018|0|Solid (g)|94-26-8|C 112 B|D4|TCI|B3771
Benzoate, Ethyl||8/22/2018|0|Solid (g)|93-89-0|C 112 B|D4|TCI|B0069
Benzoate, Ethyl 4-(dimethylamino)||8/22/2018|0|Solid (g)|10287-53-3|C 112 B|D4|Sigma Aldrich|E24905-5G
Benzoate, Methyl||8/22/2018|0|Solid (g)|93-58-3|C 112 B|D4|Alfa Aesar|A12404
Benzoate, Methyl 4-nitro||8/22/2018|0|Solid (g)|619-50-1|C 112 B|D4|Sigma Aldrich|72962
Benzoate, Sodium||8/22/2018|0|Solid (g)|532-32-1|C 112 B|D4|Alfa Aesar|A15946
Ethylene carbonate||8/22/2018|0|Solid (g)|96-49-1|C 112 B|D4|Alfa Aesar|A15735
Gluconate monohydrate, Calcium D-||8/22/2018|0|Solid (g)|299-28-5|C 112 B|D4|Alfa Aesar|A11649
Oxalate, diphenyl||8/22/2018|0|Solid (g)|3155-16-6|C 112 B|D4|TCI|O0111
Salicylate, methyl||8/22/2018|0|Solid (g)|119-36-8|C 112 B|D4|Sigma Aldrich|M8,050-4
Span 80||8/22/2018|0|Solid (g)|1338-39-2|C 112 B|D4|Sigma Aldrich|S6635-250ML
Span 80||8/22/2018|0|Solid (g)|1338-43-8|C 112 B|D4|EMD|8.40123.0100
ashless two-cycle||8/23/2018|0|Solid (g)||C 112 B|E5|Tru-Value|
balsam||8/23/2018|0|Solid (g)|8007-47-4|C 112 B|E5|Caroline|84-6548
castor||8/23/2018|0|Solid (g)||C 112 B|E5||
coffee||8/23/2018|0|Solid (g)|84650-00-0|C 112 B|E5|Sigma Aldrich|W530618-sample
instrument pump oil||8/23/2018|0|Solid (g)||C 112 B|E5|edwards|
lamp oil||8/23/2018|0|Solid (g)||C 112 B|E5||
mineral oil, high purity||8/23/2018|0|Solid (g)|8042-47-5|C 112 B|E5|Alfa Aesar|J62592
mineral oil, light||8/23/2018|0|Solid (g)|8042-47-5|C 112 B|E5|Sigma Aldrich|M5904-500ML
paraffin||8/23/2018|0|Solid (g)||C 112 B|E5||
Cyanate, phenyl isothio||1/2/2019|0|Solid (g)|103-72-0|C 112 B|E3|Sigma Aldrich|13,973-2
Dodecane, n-||8/23/2018|0|Solid (g)|112-40-3|C 112 B|E3|TCI|D0968
Fluorene,98+%||8/31/2018|0|Solid (g)|86-73-7|C 112 B|E3|Alfa Aesar|L02124
gasoline||8/23/2018|0|Solid (g)||C 112 B|E3||
Heptane||12/18/2018|0|Solid (g)|142-82-5|C 112 B|E3|Sigma Aldrich|H2198-1L
Heptane||8/23/2018|0|Solid (g)|142-82-5|C 112 B|E3|EMD|
Heptane||8/23/2018|0|Solid (g)|142-82-5|C 112 B|E3|TCI|H0088
Hexane||8/23/2018|0|Solid (g)|110-54-3|C 112 B|E3|BDH|BDH1129-4LP
Hexane||12/18/2018|0|Solid (g)|110-54-3|C 112 B|E3|Pharmco-AAPER|359095DIS
Hexane, Dichloromethane 5:1||3/15/2019|0|Solid (g)||C 112 B|E3||
Hexane, ethyl acetate 4:1||3/15/2019|0|Solid (g)||C 112 B|E3||
Hexane, cyclo||8/23/2018|0|Solid (g)|110-82-7|C 112 B|E3|EMD|CX2290-1
Hexane, cyclo||8/23/2018|0|Solid (g)|110-83-8|C 112 B|E3|Alfa Aesar|A11359
Kerosene||8/23/2018|0|Solid (g)|8008-20-6|C 112 B|E3|Sigma Aldrich|60710-1L
Lighter fluid||8/23/2018|0|Solid (g)||C 112 B|E3||
Meltmount||8/23/2018|0|Solid (g)||C 112 B|E3|EMS|17994-10
Naphthalene||8/23/2018|0|Solid (g)|91-20-3|C 112 B|E3|Sigma Aldrich|18,450-0
Nonane||8/23/2018|0|Solid (g)||C 112 B|E3||
Nonane, n-||8/23/2018|0|Solid (g)|111-84-2|C 112 B|E3|Alfa Aesar|A16177
Octane||8/23/2018|0|Solid (g)||C 112 B|E4||
Octene, 1-||8/23/2018|0|Solid (g)|111-66-0|C 112 B|E4|Sigma Aldrich|O4806-100ML
Paint thinner||8/23/2018|0|Solid (g)||C 112 B|E4||
Pentane||8/23/2018|0|Solid (g)|109-66-0|C 112 B|E4|Honeywell|158941-2.5L
Pentane||12/18/2018|0|Solid (g)|109-66-0|C 112 B|E4|Sigma Aldrich|158941-1L
pentane, 2,2,4-trimethyl||8/23/2018|0|Solid (g)||C 112 B|E4||
permount||8/23/2018|0|Solid (g)|108-88-33|C 112 B|E4|Fisher|SP15-100
petroleum ether||8/23/2018|0|Solid (g)|8032-32-4|C 112 B|E4|EMD|PX0425-5
phenyl, bi, 99%||8/23/2018|0|Solid (g)|92-52-4|C 112 B|E4|Alfa Aesar|A10265
Propane, 2-bromo||3/15/2019|0|Solid (g)|75-26-3|C 112 B|E4|Fluka|59370
Propane, 2,2-dimethoxy||9/7/2018|0|Solid (g)|7-76-9|C 112 B|E4|Sigma Aldrich|D136808-25ML
stillbene, trans-||8/23/2018|0|Solid (g)|103-30-0|C 112 B|E4|Alfa Aesar|A10232
stillbene, trans-||8/23/2018|0|Solid (g)|103-30-0|C 112 B|E4|TCI|S0090
Aniline, 2,6-dichloro-4-nitro, 96%||9/7/2018|0|Solid (g)|99-30-9|C 112 B|E4|Sigma Aldrich|D67820-5G
Anisaldehyde, m- ,97%||8/22/2018|0|Solid (g)|591-31-1|C 112 B|E4|Sigma Aldrich|129658-25G
Anisaldehyde, o-, 98%||8/22/2018|0|Solid (g)|135-02-4|C 112 B|E4|Sigma Aldrich|109622-100G
Anisidine,o-,99+%||8/20/2018|0|Solid (g)|90-04-0|C 112 B|E4|Sigma Aldrich|A88182-5G
Anisole||1/2/2019|0|Solid (g)|100-66-3|C 112 B|E4|TCI|A0492
Anisole, 4-allyl||1/2/2019|0|Solid (g)|140-67-0|C 112 B|E4|Sigma Aldrich|A29208-25G
Anisole, 4-allyl||1/2/2019|0|Solid (g)|140-67-0|C 112 B|E4|Acros Organics|102880050
Anisole, 4-nitro||1/2/2019|0|Solid (g)|100-17-4|C 112 B|E4|Sigma Aldrich|103543-25G
Anisole, butylated hydroxy||1/2/2019|0|Solid (g)|25013-16-5|C 112 B|E4|Sigma Aldrich|B1253-100G
Benzaldehyde, 4-methoxy, 98%||8/22/2018|0|Solid (g)|0123-11-5|C 112 B|E4|Alfa Aesar|A15364
Benzene||12/18/2018|0|Solid (g)|71-43-2|C 112 B|E4|Sigma Aldrich|270709-100ML
Benzene, ethyl||8/23/2018|0|Solid (g)||C 112 B|E4||
Benzene, nitro||1/2/2019|0|Solid (g)||C 112 B|E4||
Benzene, 1-fluoro-4-nitro||1/2/2019|0|Solid (g)|350-46-9|C 112 B|E4|Sigma Aldrich|F11204-100G
Leucomalachite Green||1/2/2019|0|Solid (g)|129-73-7|C 112 B|E4|Spectrum|LE124
Phellandrene||8/23/2018|0|Solid (g)||C 112 B|E4||
Tolidine,o-||8/20/2018|0|Solid (g)|119-93-7|C 112 B|E4|Spectrum|T1084
Tolualdehyde, p-, 98%||8/22/2018|0|Solid (g)|104-87-0|C 112 B|E4|Alfa Aesar|A11384
Toluene||8/23/2018|0|Solid (g)|108-88-3|C 112 B|E4|BDH|BDH1151-4LG
Toluidine, p-, 99.7%||8/20/2018|0|Solid (g)|203-403-1|C 112 B|E4|Sigma Aldrich|236314-100G
Xylene, o-||8/23/2018|0|Solid (g)||C 112 B|E4||
Xylenes||8/23/2018|0|Solid (g)|1330-20-7|C 112 B|E4|Sigma Aldrich|534056-500ML
Xylenes||8/23/2018|0|Solid (g)|1330-20-7|C 112 B|E4|JT Baker|9490-22
Butyl Ether, Methyl t-||9/7/2018|0|Solid (g)||C 112 B|E5||
Ether||9/7/2018|0|Solid (g)|60-29-7|C 112 B|E5|BDH (VWR)|BDH3116-1L
Ethyl Ether||9/7/2018|0|Solid (g)|60-29-7|C 112 B|E5|BDH (VWR)|BDH1121-1LPC
Ethyl Ether, Di, anhydrous||9/7/2018|0|Solid (g)|60-29-7|C 112 B|E5|Sigma Aldrich|346136-1L
Methyl Ether, Cyclopentyl||9/7/2018|0|Solid (g)|5614-37-9|C 112 B|E5|Alfa Aesar|H27349
Phentole||9/7/2018|0|Solid (g)|103-73-1|C 112 B|E5|BTC|128690-100ML
Phenyl Ether, Di||9/7/2018|0|Solid (g)|101-84-8|C 112 B|E5|Alfa Aesar|A15791
THF, 2-methyl||9/7/2018|0|Solid (g)|96-47-9|C 112 B|E5|EMD|S732292 630
THF, 99%||3/15/2019|0|Solid (g)|109-99-9|C 112 B|E5|Acros Organics|17663-00-10
THF, 99%||9/7/2018|0|Solid (g)|109-99-9|C 112 B|E5|Alfa Aesar|L13304
Acetone||9/14/2018|0|Solid (g)|67-64-1|C 112 B|H1|BDH (VWR)|BDH1101-4LP
Acetone, acetyl-||3/15/2019|0|Solid (g)|123-54-6|C 112 B|H1|TCI|P0052
Acetophenone||9/14/2018|0|Solid (g)||C 112 B|H1|Mallinckrodt|2451
Acetophenone, 3'-nitro, 98+%||9/14/2018|0|Solid (g)|121-89-1|C 112 B|H1|Alfa Aesar|A12155
Acetophenone, 4'-isobutyl, 97%||9/14/2018|0|Solid (g)|38861-78-8|C 112 B|H1|Alfa Aesar|A10624
Acetophenone, 4'-methoxy, 99%||9/14/2018|0|Solid (g)|100-06-1|C 112 B|H1|Sigma Aldrich|117374-100G
Benzophenone||9/14/2018|0|Solid (g)|119-61-9|C 112 B|H1|Alfa Aesar|A10739
Benzophenone, 2,4-dihydroxy||9/14/2018|0|Solid (g)|131-56-6|C 112 B|H1|TCI|D0573
Benzophenone, 4-hydroxy||9/14/2018|0|Solid (g)|1137-42-4|C 112 B|H1|TCI|H0222
Benzophenone, 4,4'-diamino, 97%||9/14/2018|0|Solid (g)|611-98-3|C 112 B|H1|Sigma Aldrich|378259-5G
Butanedione, 2,3-, 99%||9/14/2018|0|Solid (g)|431-03-8|C 112 B|H1|Alfa Aesar|A14217
Butanone, 2-, 99%||9/14/2018|0|Solid (g)|78-93-3|C 112 B|H1|Alfa Aesar|L13185
Camphor||9/14/2018|0|Solid (g)||C 112 B|H1||
Carvone, S-(+)-||9/14/2018|0|Solid (g)|2244-16-8|C 112 B|H1|Sigma Aldrich|435759-5ML
Dimedone||9/14/2018|0|Solid (g)|126-81-8|C 112 B|H1|Alfa Aesar|A10140
Fluoren-9-one, 1,8-diaza||9/14/2018|0|Solid (g)||C 112 B|H1|Sirchie|LV500
Fluorenone, 9-, 98%||9/14/2018|0|Solid (g)|486-25-9|C 112 B|H1|Alfa Aesar|A12910
Fluorenone, 9-, 98%||9/14/2018|0|Solid (g)|486-25-9|C 112 B|H1|TCI|F0021
Hexanedione Monoethylene Acetal, 1,4-cyclo||9/14/2018|0|Solid (g)|4746-97-8|C 112 B|H1|Sigma Aldrich|274879-5G
Hexanone, cyclo-||9/14/2018|0|Solid (g)|108-94-1|C 112 B|H1|Mallinckrodt|4872-04
Menthone, (-)-||9/14/2018|0|Solid (g)|14073-97-3|C 112 B|H1||
Ninhydrin||9/14/2018|0|Solid (g)|485-47-2|C 112 B|H1|Sigma Aldrich|151173-100G
Ninhydrin spray||9/14/2018|0|Solid (g)||C 112 B|H1|Sirchie|201C
Octanone, 2-||9/14/2018|0|Solid (g)|111-13-7|C 112 B|H1|TCI|O0038
Pentanedione, 2,3-, 97%||9/14/2018|0|Solid (g)|600-14-6|C 112 B|H1|Alfa Aesar|A13116
Pentanone, 3-, 99%||9/14/2018|0|Solid (g)|99-22-0|C 112 B|H2|Alfa Aesar|A15297
Pentanone, 3-methylcyclo||3/15/2019|0|Solid (g)|1757-42-2|C 112 B|H2|Alfa Aesar|L04940
Pentanone, 4-methyl-2-||9/14/2018|0|Solid (g)|0108-10-1|C 112 B|H2|Sigma Aldrich|29,326-1 or 360511-1L
Penten-2-one, 3-, 70%||9/14/2018|0|Solid (g)|625-33-2|C 112 B|H2|Sigma Aldrich|145017-1G
pyrrolidone, 1-methyl-2-||3/15/2019|0|Solid (g)|872-50-4|C 112 B|H2|TCI|M0418
Propiophenone Hydrochloride, 3-dimethylamino, 99%||9/14/2018|0|Solid (g)|879-72-1|C 112 B|H2|Alfa Aesar|L01179
Benzene, Bromo-||9/14/2018|0|Solid (g)|108-86-1|C 112 B|H2|Sigma Aldrich|B57702-2L
Benzene, Bromo-||9/14/2018|0|Solid (g)|108-86-1|C 112 B|H2|Acros Organics|106680010
Benzene, Chloro-||9/14/2018|0|Solid (g)|108-90-7|C 112 B|H2|EMD|S6841791 448
Benzene, P-dichloro||9/14/2018|0|Solid (g)||C 112 B|H2||
Bromoform||9/14/2018|0|Solid (g)|75-25-2|C 112 B|H2|Sigma Aldrich|132942-250G
Bromoform||9/14/2018|0|Solid (g)|75-25-2|C 112 B|H2|BTC|217730-1KG
Butane, 1-bromo||9/14/2018|0|Solid (g)|109-65-9|C 112 B|H2|Sigma Aldrich|B59497-25G
Chloroform||9/14/2018|0|Solid (g)|67-66-3|C 112 B|H2|Sigma Aldrich|288306-1L
Chloroform, Phenol||9/14/2018|0|Solid (g)||C 112 B|H2|Sigma Aldrich|P2069-100ML
Ethane, Bromo||9/14/2018|0|Solid (g)|74-96-4|C 112 B|H2|Sigma Aldrich|124052-500G
Ethane, Iodo-||9/14/2018|0|Solid (g)|75-03-6|C 112 B|H2|BTC|129705-100G
Ethane, Iodo-||9/14/2018|0|Solid (g)|75-03-6|C 112 B|H2|Alfa Aesar|A14444
Ethane, Iodo-||9/14/2018|0|Solid (g)|75-03-6|C 112 B|H2|Sigma Aldrich|I778-0
Methane, Dibromochloro-||9/14/2018|0|Solid (g)|124-48-1|C 112 B|H2|Sigma Aldrich|206326-5G
Methane, dichloro-, 98:2 dichloro.. and methanol||3/15/2019|0|Solid (g)||C 112 B|H2||
Methane, dichlor-, 95:5||3/15/2019|0|Solid (g)||C 112 B|H2||
Methane, Dichloro-||9/14/2018|0|Solid (g)||C 112 B|H2||
Methane, Iodo-||9/14/2018|0|Solid (g)||C 112 B|H2||
Toluene, 3-bromo||9/14/2018|0|Solid (g)|591-17-3|C 112 B|H2|Sigma Aldrich|16,721-5
Toluene, 3-chloro||9/14/2018|0|Solid (g)|108-41-8|C 112 B|H2|Sigma Aldrich|13,850-9
Xylene, A,a'-dibromo-p-||9/14/2018|0|Solid (g)|623-24-5|C 112 B|H2|Sigma Aldrich|D44804-5G
Acetic acid, (1-naphthoxy)||10/12/2018|0|Solid (g)|2976-75-2|C 112 B|I1|Sigma Aldrich|255416-5G
Acetic acid, (2-naphthoxy)||10/12/2018|0|Solid (g)|120-23-0|C 112 B|I1|Sigma Aldrich|N3405-25G
Acetic acid, (ethylenedinitrilo)tetra, disodium dihydrate||10/12/2018|0|Solid (g)|6381-92-6|C 112 B|I1|Macron Chemicals|4931-02
Acetic acid, (ethylenedinitrilo)tetra, disodium dihydrate||12/12/2018|0|Solid (g)|6381-92-6|C 112 B|I1|Sigma Aldrich|106313-500G
Acetic acid, 1-naphthyl||10/12/2018|0|Solid (g)|86-87-3|C 112 B|I1|Sigma Aldrich|317918-100G
Acetic acid, 4-chlorophenoxy||10/12/2018|0|Solid (g)|122-88-3|C 112 B|I1|Sigma Aldrich|C0413-25G
Acetic acid, 4-chlorophenoxy||10/12/2018|0|Solid (g)|122-88-3|C 112 B|I1|TCI|C0250
Acetic acid, 4-hydroxy-3-methoxy-phenyl||10/12/2018|0|Solid (g)|306-08-1|C 112 B|I1|Sigma Aldrich|H-1252
Acetic acid, S-(+)-4-isobutyl-a-methylphenyl||10/12/2018|0|Solid (g)|51146-56-6|C 112 B|I1|Sigma Aldrich|375160-1G
Acetic acid, trifluoro||12/12/2018|0|Solid (g)|76-05-1|C 112 B|I1|Sigma Aldrich|T6508-25ML
Adpic acid, 99+%||10/12/2018|0|Solid (g)|124-04-9|C 112 B|I1|Sigma Aldrich|240524-100G
Anthranilic acid, 98+%||10/12/2018|0|Solid (g)|118-92-3|C 112 B|I1|Sigma Aldrich|A898555-100G
Ascorbic acid||10/12/2018|0|Solid (g)|50-81-7|C 112 B|I1|BDH|BDH0242-100G
Ascorbic acid , L-||10/12/2018|0|Solid (g)|50-81-7|C 112 B|I1|Sigma Aldrich|255564-100G
Benzilic acid||10/12/2018|0|Solid (g)|76-93-7|C 112 B|I1|Sigma Aldrich|B519-4
Benzoic acid||10/12/2018|0|Solid (g)|65-85-0|C 112 B|I1|TCI|B2635
Benzoic acid, 2-bromo||10/12/2018|0|Solid (g)|88-65-3|C 112 B|I1|Alfa Aesar|A13608
Benzoic acid, 2-chloro||10/12/2018|0|Solid (g)|118-91-2|C 112 B|I1|Alfa Aesar|A10832
Benzoic acid, 3-chloro||10/12/2018|0|Solid (g)|535-80-8|C 112 B|I1|Alfa Aesar|A10876
Benzoic acid, 4-hydroxy||10/12/2018|0|Solid (g)|99-96-7|C 112 B|I1|Sigma Aldrich|H20059-100G
Butyric acid||10/12/2018|0|Solid (g)|107-92-6|C 112 B|I1|Alfa Aesar|L13189
Butyric acid, Iso||10/12/2018|0|Solid (g)|79-31-2|C 112 B|I1|Alfa Aesar|L04038
Carboxylic acid, 2,6-dipyridine||10/12/2018|0|Solid (g)|499-83-2|C 112 B|I1|Sigma Aldrich|P63808-100G
Cinnamic acid, 4-chloro||10/12/2018|0|Solid (g)|1615-02-7|C 112 B|I1|Sigma Aldrich|C31600-25G
Cinnamic acid, trans||10/12/2018|0|Solid (g)|140-10-3|C 112 B|I1|Alfa Aesar|A13538
Cinnamic acid, trans||10/12/2018|0|Solid (g)|140-10-3|C 112 B|I1|Sigma Aldrich|133760-100G
Cinnamic acid, trans-2-hydroxy||10/12/2018|0|Solid (g)|614-60-8|C 112 B|I1|Alfa Aesar|A11740 or L00478
Cinnamic acid, trans-2-hydroxy||10/12/2018|0|Solid (g)|614-60-8|C 112 B|I1|Sigma Aldrich|H22809-25G
Citric acid||10/12/2018|0|Solid (g)|77-92-9|C 112 B|I1|Sigma Aldrich|251275-500G
Citric acid anhydrous||10/12/2018|0|Solid (g)|77-92-9|C 112 B|I1|J.T. Baker|0122-01
Citric acid monohydrate||10/12/2018|0|Solid (g)|77-92-9|C 112 B|I2|Fisher|A-104
Cyanuric acid||10/12/2018|0|Solid (g)|108-80-5|C 112 B|I2|Sigma Aldrich|185809-25G
Decanoic acid||10/12/2018|0|Solid (g)|334-48-5|C 112 B|I2|Alfa Aesar|A14788
Ferulic acid||10/12/2018|0|Solid (g)|537-98-4|C 112 B|I2|Safc|W518301-100G
Folic acid||10/12/2018|0|Solid (g)|59-30-3|C 112 B|I2|Sigma Aldrich|F7876-10G
Fumaric acid||10/12/2018|0|Solid (g)|110-17-8|C 112 B|I2|TCI|F0067
Glucuronic acid, D-(+), y-lactone||10/12/2018|0|Solid (g)|32449-92-6|C 112 B|I2|Sigma Aldrich|851450-100G-A
Ibuprofen||10/12/2018|0|Solid (g)|15687-27-1|C 112 B|I2|Sigma Aldrich|I4883-1G
Ibuprofen, R-||10/12/2018|0|Solid (g)||C 112 B|I2|Cayman Chemical Company|16794
Ibuprofen, S-(+)-||10/12/2018|0|Solid (g)|51146-56-6|C 112 B|I2|Sigma Aldrich|375160-1G
Malonic acid||10/12/2018|0|Solid (g)|141-82-2|C 112 B|I2|Alfa Aesar|31715
MES hydrate||10/12/2018|0|Solid (g)||C 112 B|I2|Acros|
Naphtholic acid, 1-||10/12/2018|0|Solid (g)|86-55-5|C 112 B|I2|Sigma Aldrich|N1909-25G
Nicontinic acid||10/12/2018|0|Solid (g)|59-67-6|C 112 B|I2|Fluka/ Sigma aldrich|72310/ N4126
Palmitic acid||3/15/2019|0|Solid (g)|57-10-3|C 112 B|I2|Sigma Aldrich|258725-25G
Propionic acid, 3-bromo||10/12/2018|0|Solid (g)|590-92-1|C 112 B|I2|Sigma Aldrich|101281-100G
Propionic acid, 3-chloro||10/12/2018|0|Solid (g)|107-94-8|C 112 B|I2|Sigma Aldrich|132691-100G
Rhodizonic acid||10/12/2018|0|Solid (g)|523-21-7|C 112 B|I2|Alfa Aesar|A16126
salicylic acid||11/2/2018|0|Solid (g)|69-72-7|C 112 B|I2|EMD|SX0060-1
salicylic acid, 5-chloro||11/2/2018|0|Solid (g)|321-14-2|C 112 B|I2|Alfa Aesar|B23984
salicylic acid, 5-chloro||11/2/2018|0|Solid (g)|321-14-2|C 112 B|I2|Sigma Aldrich|C70908-100G
salicylic acid, acetyl||11/2/2018|0|Solid (g)|50-78-2|C 112 B|I2|Sigma Aldrich|A5376-250G
Stearic acid||12/12/2018|0|Solid (g)|57-11-4|C 112 B|I2|Sigma Aldrich|S4751-1G
Sulfamic acid||11/2/2018|0|Solid (g)|5329-14-6|C 112 B|I2|Sigma Aldrich|86040-100G
sulfanilic acid||11/2/2018|0|Solid (g)|121-57-3|C 112 B|I2|Spectrum|S1703
Sulfonic acid, 1-heptane sodium salt||11/2/2018|0|Solid (g)|22767-50-6|C 112 B|I2|Sigma Aldrich|22,155-4
Sulfonic acid, methane||11/2/2018|0|Solid (g)|75-75-2|C 112 B|I2|Sigma Aldrich|471356-25ML
Sulfonic acid, p-toluene monohydrate||11/2/2018|0|Solid (g)|6192-52-5|C 112 B|I2|Sigma Aldrich|402885-6G
Tartaric acid, DL||11/2/2018|0|Solid (g)|133-37-9|C 112 B|I2|TCI|T0001
Tartaric acid, L-(+)-||11/2/2018|0|Solid (g)|87-69-4|C 112 B|I2|Sigma Aldrich|251380
Tartaric acid, L-(+)-||11/2/2018|0|Solid (g)|87-69-4|C 112 B|I2|Alfa Aesar|A13668
Tartartic acid, sodium hydrogen L-||11/30/2018|0|Solid (g)|526-94-3|C 112 B|I2|Alfa Aesar|L12469
Toluic acid, p-||11/30/2018|0|Solid (g)|99-94-5|C 112 B|I2|Alfa Aesar|A11506
Toluic acid, p-||11/30/2018|0|Solid (g)|99-94-5|C 112 B|I2|Sigma Aldrich|T36803-100G
Sulfate, Diethyl||12/12/2018|0|Solid (g)|64-67-5|C 112 B|J1|Acros|114560250
Sulfate, dodecyl sodium salt||12/12/2018|0|Solid (g)|151-21-3|C 112 B|J1|Sigma Aldrich|436143-25G
Sulfate, tetrabutylammoniumhydrogen||12/12/2018|0|Solid (g)|32503-27-8|C 112 B|J1|Sigma Aldrich|15,583-7
Acetaminophen||12/12/2018|0|Solid (g)|103-90-2|C 112 B|J1|Alfa Aesar|A11240
Acetylene, phenyl||1/2/2019|0|Solid (g)|536-74-3|C 112 B|J1|Alfa Aesar|A12139
Phenol, 4-acetamino 98%||12/12/2018|0|Solid (g)|103-90-2|C 112 B|J1|Alfa Aesar|A11240
Phenol, Loose crystals||12/12/2018|0|Solid (g)|108-95-2|C 112 B|J1|Macron Chemicals|0273-03
Phenol, 4-methoxy||3/15/2019|0|Solid (g)|150-76-5|C 112 B|J1|Alfa Aesar|A14845
Quinone, hydro||1/2/2019|0|Solid (g)|123-31-9|C 112 B|J1|BTC|135130-250G
